Name,Accepted name,Climate match,Naturalized in FL,FL noxious weed list,Federal noxious weed list,Naturalized somewhere,Weedy history,Global occurrences
Lythrum hyssopifolium,Lythrum hyssopifolia,yes,no,no,no,yes,yes,34
Lythrum junceum,Lythrum junceum,yes,no,no,no,yes,yes,4773
Lythrum maritimum,Lythrum maritimum,yes,no,no,no,yes,yes,164
Lythrum portula,Lythrum portula,yes,no,no,no,yes,yes,41663
Lythrum virgatum,Lythrum virgatum,yes,no,no,no,yes,yes,398
Lythrum volgense,Lythrum volgense,yes,no,no,no,no,no,22
Macaranga tanarius,Macaranga tanarius,yes,no,no,no,yes,yes,3177
Baumea rubiginosa,Machaerina rubiginosa,no,no,no,no,no,no,3600
Machaerina rubiginosa,Machaerina rubiginosa,no,no,no,no,no,no,4084
Lasiagrostis tenacissima,Macrochloa tenacissima,yes,no,no,no,yes,yes,0
Macrochloa tenacissima,Macrochloa tenacissima,yes,no,no,no,yes,yes,1006
Stipa tenacissima,Macrochloa tenacissima,yes,no,no,no,yes,yes,10383
Macrosyringion glutinosum,Macrosyringion glutinosum,yes,no,no,no,yes,no,113
Odontites glutinosus,Macrosyringion glutinosum,yes,no,no,no,yes,no,0
Maianthemum bifolium,Maianthemum bifolium,no,no,no,no,no,yes,138670
Convallaria stellata,Maianthemum stellatum,yes,no,no,no,yes,yes,0
Maianthemum stellatum,Maianthemum stellatum,yes,no,no,no,yes,yes,5457
Smilacina liliacea,Maianthemum stellatum,yes,no,no,no,yes,yes,0
Smilacina sessilifolia,Maianthemum stellatum,yes,no,no,no,yes,yes,5
Smilacina sessilifolia,Maianthemum stellatum,yes,no,no,no,yes,yes,5
Smilacina stellata,Maianthemum stellatum,yes,no,no,no,yes,yes,606
Smilacina stellata var. crassa,Maianthemum stellatum,yes,no,no,no,yes,yes,9
Smilacina stellata var. mollis,Maianthemum stellatum,yes,no,no,no,yes,yes,0
Smilacina stellata var. sessilifolia,Maianthemum stellatum,yes,no,no,no,yes,yes,6
Smilacina stellata var. sylvatica,Maianthemum stellatum,yes,no,no,no,yes,yes,0
Vagnera liliacea,Maianthemum stellatum,yes,no,no,no,yes,yes,0
Vagnera sessilifolia,Maianthemum stellatum,yes,no,no,no,yes,yes,1
Vagnera stellata,Maianthemum stellatum,yes,no,no,no,yes,yes,1
Majorana onites,Majorana onites,no,no,no,no,no,no,1
Malcolmia chia,Malcolmia chia,yes,no,no,no,no,yes,255
Malcolmia crenulata,Malcolmia crenulata,yes,no,no,no,no,yes,0
Malcolmia orsiniana,Malcolmia orsiniana,no,no,no,no,no,no,42
Malope malacoides,Malope malacoides,yes,no,no,no,yes,yes,257
Malva ambigua,Malva ambigua,yes,no,no,no,no,no,4
Malva erecta,Malva erecta,yes,no,no,no,no,no,5
Malva erecta,Malva erecta,yes,no,no,no,no,no,5
Malva moschata,Malva moschata,yes,no,no,no,yes,yes,81528
Malva pusilla,Malva pusilla,yes,no,no,no,yes,yes,6214
Malva sinensis,Malva sinensis,yes,no,no,no,yes,yes,70
Malva sylvestris,Malva sylvestris,yes,no,no,no,yes,yes,100727
Malvella leprosa,Malvella leprosa,yes,no,no,no,yes,yes,1116
Malvella sherardiana,Malvella sherardiana,yes,no,no,no,yes,no,149
Mangifera sylvatica,Mangifera sylvatica,yes,no,no,no,no,no,47
Marrubium vulgare,Marrubium vulgare,yes,no,no,no,yes,yes,39040
Marsilea hirsuta,Marsilea hirsuta,yes,yes,no,no,yes,yes,1695
Zaluzianskya hirsuta,Marsilea hirsuta,yes,yes,no,no,yes,yes,0
Marsilea minuta,Marsilea minuta,yes,yes,no,no,yes,yes,237
Zaluzianskia minuta,Marsilea minuta,yes,yes,no,no,yes,yes,0
Marsilea fournieri,Marsilea vestita,no,yes,no,no,yes,yes,18
Marsilea mucronata,Marsilea vestita,no,yes,no,no,yes,yes,62
Marsilea tenuifolia,Marsilea vestita,no,yes,no,no,yes,yes,0
Marsilea uncinata,Marsilea vestita,no,yes,no,no,yes,yes,8
Marsilea vestita,Marsilea vestita,no,yes,no,no,yes,yes,1076
Marsilea vestita subsp. tenuifolia,Marsilea vestita,no,yes,no,no,yes,yes,1
Marsilea vestita subsp. tenuifolia,Marsilea vestita,no,yes,no,no,yes,yes,1
Marsilea vestita var. minima,Marsilea vestita,no,yes,no,no,yes,yes,0
Marsilea vestita var. mucronata,Marsilea vestita,no,yes,no,no,yes,yes,0
Marsilea vestita var. tenuifolia,Marsilea vestita,no,yes,no,no,yes,yes,1
Marsilea vestita var. tenuifolia,Marsilea vestita,no,yes,no,no,yes,yes,1
Marsilea vestita var. uncinata,Marsilea vestita,no,yes,no,no,yes,yes,0
Zaluzianskia tenuifolia,Marsilea vestita,no,yes,no,no,yes,yes,0
Zaluzianskya vestita,Marsilea vestita,no,yes,no,no,yes,yes,0
Martynia annua,Martynia annua,yes,no,no,no,yes,yes,1330
Matricaria aurea,Matricaria aurea,yes,no,no,no,no,yes,440
Chamomilla chamomilla,Matricaria chamomilla,yes,no,no,no,yes,yes,20
Chamomilla recutita,Matricaria chamomilla,yes,no,no,no,yes,yes,825
Matricaria chamomilla,Matricaria chamomilla,yes,no,no,no,yes,yes,147827
Matricaria chamomilla var. coronata,Matricaria chamomilla,yes,no,no,no,yes,yes,16
Matricaria chamomilla var. coronata,Matricaria chamomilla,yes,no,no,no,yes,yes,16
Matricaria courrantiana,Matricaria chamomilla,yes,no,no,no,yes,yes,7
Matricaria recutita,Matricaria chamomilla,yes,no,no,no,yes,yes,54869
Artemisia matricarioides,Matricaria discoidea,yes,no,no,no,yes,yes,0
Chamomilla suaveolens,Matricaria discoidea,yes,no,no,no,yes,yes,2015
Lepidanthus suaveolens,Matricaria discoidea,yes,no,no,no,yes,yes,1
Lepidotheca suaveolens,Matricaria discoidea,yes,no,no,no,yes,yes,7401
Matricaria discoidea,Matricaria discoidea,yes,no,no,no,yes,yes,213881
Matricaria matricarioides,Matricaria discoidea,yes,no,no,no,yes,yes,3246
Matricaria matricarioides,Matricaria discoidea,yes,no,no,no,yes,yes,3246
Santolina suaveolens,Matricaria discoidea,yes,no,no,no,yes,yes,0
Tanacetum suaveolens,Matricaria discoidea,yes,no,no,no,yes,yes,0
Matteuccia struthiopteris,Matteuccia struthiopteris,yes,no,no,no,yes,yes,29764
Matthiola longipetala,Matthiola longipetala,yes,no,no,no,yes,yes,883
Matthiola lunata,Matthiola lunata,yes,no,no,no,no,yes,330
Mayaca madida,Mayaca madida,no,no,no,no,no,no,26
Mayaca sellowiana,Mayaca sellowiana,no,no,no,no,no,no,230
Mayaca vandelli,Mayaca vandelli,no,no,no,no,no,no,0
Medicago caerulea,Medicago caerulea,no,no,no,no,no,yes,10
Medicago cancellata,Medicago cancellata,yes,no,no,no,no,no,36
Medicago coronata,Medicago coronata,yes,no,no,no,no,yes,1588
Medicago falcata,Medicago falcata,no,no,no,no,yes,yes,44443
Medicago fischeriana,Medicago fischeriana,yes,no,no,no,no,no,11
Medicago glandulosa,Medicago glandulosa,yes,no,no,no,yes,yes,0
Medicago italica,Medicago italica,yes,no,no,no,no,yes,0
Medicago monspeliaca,Medicago monspeliaca,yes,no,no,no,yes,yes,7242
Medicago murex,Medicago murex,yes,no,no,no,yes,yes,1156
Medicago orthoceras,Medicago orthoceras,yes,no,no,no,no,no,52
Medicago rigidula,Medicago rigidula,yes,no,no,no,yes,yes,10498
Medicago sativa subsp. microcarpa,Medicago sativa subsp. microcarpa,no,no,no,no,no,no,208
Medicago tornata subsp. helix,Medicago tornata subsp. helix,no,no,no,no,yes,no,289
Megacarpaea megalocarpa,Megacarpaea megalocarpa,no,no,no,no,no,no,25
Melanopsidium nigrum,Melanopsidium nigrum,no,no,no,no,no,no,133
Malabathris nigra,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma affine,Melastoma malabathricum,yes,yes,yes,no,yes,yes,546
Melastoma anoplanthum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma articulatum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma baumianum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma borneense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma brachyodon,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma buennemeyeri,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma caesium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,2
Melastoma candidum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,660
Melastoma ceramense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma clarkeanum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma congestum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma decemdentatum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma denticulatum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,46
Melastoma eberhardtii,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma ellipticum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma fasciculare,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma francavillanum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma fuscum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma heterostegium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma holmanii,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma hombronianum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma homostegium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma houtteanum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma imbricatum var. longipes,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma intermedium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,199
Melastoma jackianum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma klossii,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma lanaense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma longiflorum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma longifolium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma malabathricum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,3679
Melastoma malabathricum subsp. normale,Melastoma malabathricum,yes,yes,yes,no,yes,yes,138
Melastoma malabathricum var. grandiflorum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma malabathricum var. javanum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma malabathricum var. mariannum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,26
Melastoma malabathricum var. normale,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma malabathricum var. obvolutum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma mariannum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma membranaceum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma microphyllum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma normale,Melastoma malabathricum,yes,yes,yes,no,yes,yes,124
Melastoma normale var. divergens,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma novae-hollandiae,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma obvolutum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma oliganthum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma osbeckioides,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma paleaceum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,3
Melastoma parvifolium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma patulisetum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma pelagicum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma pinatubense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma polyanthum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,28
Melastoma polyanthum var. linearifolium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma polyanthum var. mollissimum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma polyanthum var. pulleanum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma pubescens,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma punctatum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma pusillum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma pusillum var. longifolium,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma robustum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma roemeri,Melastoma malabathricum,yes,yes,yes,no,yes,yes,4
Melastoma royenii,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma scabrum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma sechellarum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma stenophyllum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,2
Melastoma suave,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma subgrande,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma sylvaticum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma sylvaticum var. permultiflorum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma taitense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma tidorense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma tondanense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma trachycaulon,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma trachyphyllum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,2
Melastoma trachyphyllum var. ochraceum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma triflorum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma velutinum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma vitiense,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma vulcanicum,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma wallichii,Melastoma malabathricum,yes,yes,yes,no,yes,yes,1
Melastoma warrineri,Melastoma malabathricum,yes,yes,yes,no,yes,yes,0
Melastoma septemnervium,Melastoma septemnervium,yes,no,no,no,yes,yes,49
Melastoma septemnervium,Melastoma septemnervium,yes,no,no,no,yes,yes,49
Melochia umbellata,Melochia umbellata,yes,no,no,no,yes,yes,293
Mentha aquatica,Mentha aquatica,yes,no,no,no,yes,yes,285990
Mentha cervina,Mentha cervina,yes,no,no,no,no,no,1222
Mentha micrantha,Mentha micrantha,yes,no,no,no,yes,no,11
Mentha pulegium,Mentha pulegium,yes,no,no,no,yes,yes,51563
Mentha pulegium subsp. micrantha,Mentha pulegium subsp. micrantha,no,no,no,no,no,no,0
Mentha cardiaca,Mentha X gracilis,yes,no,no,no,yes,yes,155
Mentha cardiaca,Mentha X gracilis,yes,no,no,no,yes,yes,155
Mentha gentilis,Mentha X gracilis,yes,no,no,no,yes,yes,1746
Mentha X gentilis var. cardiaca,Mentha X gracilis,yes,no,no,no,yes,yes,0
Mentha X gracilis,Mentha X gracilis,yes,no,no,no,yes,yes,0
Mentha X muelleriana,Mentha X gracilis,yes,no,no,no,yes,yes,1
Mercurialis ovata,Mercurialis ovata,yes,no,no,no,no,no,345
Mercurialis perennis subsp. ovata,Mercurialis perennis subsp. ovata,no,no,no,no,no,no,0
Merremia bracteata,Merremia bracteata,yes,no,no,no,no,yes,2
Merremia pacifica,Merremia pacifica,yes,no,no,no,no,yes,14
Merremia peltata,Merremia peltata,yes,no,no,no,yes,yes,351
Mesembryanthemum crystallinum,Mesembryanthemum crystallinum,yes,no,no,no,yes,yes,5893
Mesembryanthemum lancifolium,Mesembryanthemum lancifolium,no,no,no,no,no,no,26
Mesembryanthemum purpureocroceum,Mesembryanthemum purpureocroceum,yes,no,no,no,yes,no,0
Mesosphaerum suaveolens,Mesosphaerum suaveolens,no,no,no,no,no,no,15650
Meum athamanticum,Meum athamanticum,no,no,no,no,yes,yes,17312
Mibora minima,Mibora minima,no,no,no,no,yes,yes,9432
Miconia calvescens,Miconia calvescens,yes,no,no,no,yes,yes,94563
Hemianthus micranthemoides,Micranthemum micranthemoides,no,no,no,no,no,no,1
Micranthemum micranthemoides,Micranthemum micranthemoides,no,no,no,no,no,no,3
Globifera callitrichoides,Micranthemum umbros,no,yes,no,no,no,no,0
Globifera umbros,Micranthemum umbros,no,yes,no,no,no,no,0
Hemianthus callitrichoides,Micranthemum umbros,no,yes,no,no,no,no,2
Micranthemum callitrichoides,Micranthemum umbros,no,yes,no,no,no,no,14
Micranthemum emarginatum,Micranthemum umbros,no,yes,no,no,no,no,0
Micranthemum orbiculatum,Micranthemum umbros,no,yes,no,no,no,no,3
Micranthemum orbiculatum var. emarginatum,Micranthemum umbros,no,yes,no,no,no,no,0
Micranthemum umbros,Micranthemum umbros,no,yes,no,no,no,no,0
Globifera umbrosa,Micranthemum umbrosum,no,no,no,no,no,yes,0
Micranthemum umbrosum,Micranthemum umbrosum,no,no,no,no,no,yes,290
Micropus supinus,Micropus supinus,yes,no,no,no,no,yes,346
Microsorum latifolius,Microsorum latifolius,no,no,no,no,no,no,0
Microthlaspi perfoliatum,Microthlaspi perfoliatum,yes,no,no,no,yes,yes,36321
Thlaspi perfoliatum,Microthlaspi perfoliatum,yes,no,no,no,yes,yes,10484
Middendorfia borysthenica,Middendorfia borysthenica,no,no,no,no,no,no,45
Mikania cordata,Mikania cordata,yes,no,yes,yes,yes,yes,502
Mimosa arenosa,Mimosa arenosa,yes,no,no,no,no,yes,654
Mimosa casta,Mimosa casta,yes,no,no,no,yes,yes,45
Mimosa ceratonia,Mimosa ceratonia,yes,no,no,no,no,no,123
Mimosa diplotricha,Mimosa diplotricha,yes,no,no,yes,yes,yes,1121
Mimosa asperata forma armata,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata forma aspera,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata forma glabrescens,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata forma inermis,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata forma longepedunculata,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata forma mollis,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata forma pubescens,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata var. intermedia,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa asperata var. scandens,Mimosa pigra,yes,yes,yes,yes,yes,yes,1
Mimosa asperata var. vermoesenii,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa canescens,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa ciliata,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa cinerea var. pubescens,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa habbas,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa pellita,Mimosa pigra,yes,yes,yes,yes,yes,yes,235
Mimosa pigra,Mimosa pigra,yes,yes,yes,yes,yes,yes,26019
Mimosa pigra var. pigra,Mimosa pigra,yes,no,yes,yes,yes,yes,565
Mimosa polyacantha,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa procumbens,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa sicaria,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimosa vellosiella var. pubescens,Mimosa pigra,yes,yes,yes,yes,yes,yes,0
Mimulus moschatus,Mimulus moschatus,yes,no,no,no,yes,yes,1413
Mimulus moschatus,Mimulus moschatus,yes,no,no,no,yes,yes,1413
Minuartia glomerata,Minuartia glomerata,yes,no,no,no,no,no,412
Minuartia hamata,Minuartia hamata,yes,no,no,no,no,no,669
Minuartia viscosa,Minuartia viscosa,no,no,no,no,yes,yes,816
Agrorrhinum orontium,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum arvense,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum calycinum var. rubrum,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum craniolare,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum humile,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum jamaicense,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum orontium,Misopates orontium,yes,yes,no,no,yes,yes,1645
Antirrhinum orontium var. foliosum,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum orontium var. genuinum,Misopates orontium,yes,yes,no,no,yes,yes,0
Antirrhinum orontium var. typicum,Misopates orontium,yes,yes,no,no,yes,yes,0
Misopates orontium,Misopates orontium,yes,yes,no,no,yes,yes,24831
Orontium arvense,Misopates orontium,yes,yes,no,no,yes,yes,0
Moenchia mantica,Moenchia mantica,yes,no,no,no,no,yes,185
Molucca spinosa,Molucca spinosa,no,no,no,no,no,no,0
Moluccella spinosa,Moluccella spinosa,yes,no,no,no,yes,no,261
Montanoa hibiscifolia,Montanoa hibiscifolia,yes,no,no,no,yes,yes,186
Montia fontana,Montia fontana,yes,no,no,no,yes,yes,45417
Claytonia flagellaris,Montia parvifolia,no,no,no,no,yes,yes,0
Claytonia parvifolia,Montia parvifolia,no,no,no,no,yes,yes,11
Claytonia parvifolia,Montia parvifolia,no,no,no,no,yes,yes,11
Claytonia parvifolia ssp. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,3
Claytonia parvifolia ssp. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,3
Claytonia parvifolia var. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,2
Claytonia parvifolia var. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,2
Montia flagellaris,Montia parvifolia,no,no,no,no,yes,yes,0
Montia parvifolia,Montia parvifolia,no,no,no,no,yes,yes,787
Montia parvifolia ssp. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,0
Montia parvifolia ssp. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,0
Montia parvifolia ssp. parvifolia,Montia parvifolia,no,no,no,no,yes,yes,8
Montia parvifolia ssp. parvifolia,Montia parvifolia,no,no,no,no,yes,yes,8
Montia parvifolia var. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,25
Montia parvifolia var. flagellaris,Montia parvifolia,no,no,no,no,yes,yes,25
Moorochloa eruciformis,Moorochloa eruciformis,yes,no,no,no,no,yes,157
Moraea,Moraea,yes,no,no,no,no,no,21554
Moraea collina,Moraea collina,yes,no,no,yes,yes,yes,140
Moraea flaccida,Moraea flaccida,yes,no,no,yes,yes,yes,2120
Moraea miniata,Moraea miniata,yes,no,no,yes,yes,yes,536
Morus nigra,Morus nigra,yes,no,no,no,yes,yes,1311
Mosla dianthera,Mosla dianthera,yes,no,no,no,yes,yes,1891
Muehlenbeckia complexa,Muehlenbeckia complexa,yes,no,no,no,yes,yes,2361
Muhlenbergia frondosa,Muhlenbergia frondosa,yes,no,no,no,yes,yes,509
Hieracium oblongum,murorum subsp. subsp. oblongum,no,no,no,no,no,yes,79
murorum subsp. subsp. oblongum,murorum subsp. subsp. oblongum,no,no,no,no,no,yes,0
Hieracium pachyodon,murorum subsp. subsp. subcrispatum,no,no,no,no,no,no,121
murorum subsp. subsp. subcrispatum,murorum subsp. subsp. subcrispatum,no,no,no,no,no,no,0
Botryanthus amoenus,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus atlanticus,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus mordoanus,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus neglectus,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus odorus,Muscari neglectum,yes,yes,no,no,yes,yes,1
Botryanthus pulchellus,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus racemosus,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus sartorii,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus strangwaysii,Muscari neglectum,yes,yes,no,no,yes,yes,0
Botryanthus vulgaris var. strangwaysii,Muscari neglectum,yes,yes,no,no,yes,yes,0
Hyacinthus racemosus,Muscari neglectum,yes,yes,no,no,yes,yes,0
Muscari atlanticum,Muscari neglectum,yes,yes,no,no,yes,yes,634
Muscari bootanensis,Muscari neglectum,yes,yes,no,no,yes,yes,0
Muscari flaccidum,Muscari neglectum,yes,yes,no,no,yes,yes,0
