species,sub_tsn,acc_tsn,syn_author,syn_name,syn_tsn,acc_name,acc_author
Schismus barbatus,42066,42066,(Loefl.) Duval-Jouve,Schismus calycinus,794854,NA,NA
Schismus barbatus,42066,42066,(Loefl.) K. Koch,Schismus calycinus,794855,NA,NA
Schismus barbatus,42066,42066,P. Beauv.,Schismus fasciculatus,794856,NA,NA
Schismus barbatus,42066,42066,P. Beauv. ex Trin.,Schismus fasciculatus,794857,NA,NA
Schismus barbatus,42066,42066,Trin.,Schismus hirsutus,794858,NA,NA
Schismus barbatus,42066,42066,P. Beauv.,Schismus marginatus,794859,NA,NA
Schismus barbatus,42066,42066,(Hoffm.) Roem. & Schult.,Schismus minutus,794860,NA,NA
Schismus barbatus,42066,42066,Nees,Schismus ovalis,794861,NA,NA
Schismus barbatus,42066,42066,Ducell. & Maire,Schismus perennis,794863,NA,NA
Schismus barbatus,42066,42066,Steud.,Schismus tenuis,794865,NA,NA
Schismus barbatus,42066,42066,Maire & Weiller,Schismus barbatus ssp. calycinus,798061,NA,NA
Schismus barbatus,42066,42066,Maire,Schismus barbatus ssp. perennis,798062,NA,NA
Schismus barbatus,42066,42066,Boiss.,Schismus arabicus var. minutus,802335,NA,NA
Schismus barbatus,42066,42066,Maire,Schismus barbatus var. genuinus,802337,NA,NA
Schismus barbatus,42066,42066,Cuenod,Schismus barbatus var. minutus,802338,NA,NA
Schismus barbatus,42066,42066,Maire & Weiller,Schismus barbatus var. minutus,802339,NA,NA
Schismus barbatus,42066,42066,(Loefl.) K. Koch,Schismus calycinus var. calycinus,802341,NA,NA
Schismus barbatus,42066,42066,Maire,Schismus calycinus var. genuinus,802342,NA,NA
Schismus barbatus,42066,42066,Kuntze,Schismus calycinus var. marginatus,802343,NA,NA
Schismus barbatus,42066,42066,Kuntze,Schismus calycinus var. minutus,802344,NA,NA
Schismus barbatus,42066,42066,Kuntze,Schismus calycinus var. neglectus,802345,NA,NA
Schismus barbatus,42066,42066,T. Durand & Schinz,Schismus calycinus var. tenuis,802346,NA,NA
Schismus barbatus,42066,42066,Stapf,Schismus fasciculatus var. flaccidus,802347,NA,NA
Schismus barbatus,42066,42066,Stapf,Schismus fasciculatus var. perennans,802348,NA,NA
Schismus barbatus,42066,42066,(Steud.) Stapf,Schismus fasciculatus var. tenuis,802349,NA,NA
Schismus barbatus,42066,42066,Nees,Schismus scaberrimus var. nanus,802350,NA,NA
Schismus barbatus,42066,42066,Coss. & Durieu,Schismus calycinus subvar. minutus,803089,NA,NA
Schismus barbatus,42066,42066,Jahand. & Maire,Schismus barbatus f. coloratus,803700,NA,NA
Schismus barbatus,42066,42066,Kuntze,Schismus calycinus f. nana,803701,NA,NA
Scilla peruviana,NA,NA,NA,NA,NA,NA,NA
Scirpus juncoides,40281,508144,Roxb.,Scirpus juncoides,40281,Schoenoplectus juncoides,(Roxb.) Palla
Scirpus juncoides,40281,508144,Kük.,Scirpus rockii,521180,Schoenoplectus juncoides,(Roxb.) Palla
Scirpus maritimus,40234,508145,L.,Scirpus maritimus,40234,Bolboschoenus maritimus,(L.) Palla
Scirpus maritimus,40234,508145,(L.) Lye,Schoenoplectus maritimus,521093,Bolboschoenus maritimus,(L.) Palla
Scorpiurus muricatus,26946,26946,L.,Scorpiurus subvillosus,521212,NA,NA
Scorpiurus muricatus,26946,26946,L.,Scorpiurus sulcatus,521213,NA,NA
Secale cereale,42090,42090,(L.) Salisb.,Triticum cereale,522943,NA,NA
Secale cereale,42090,42090,Bensin,Secale turkestanicum,794920,NA,NA
Securigera securidaca,521244,521244,(L.) Rchb.,Bonaveria securidaca,26496,NA,NA
Securigera securidaca,521244,521244,L.,Coronilla securidaca,501638,NA,NA
Senecio glastifolius,NA,NA,NA,NA,NA,NA,NA
Senecio inaequidens,NA,NA,NA,NA,NA,NA,NA
Senecio jacobaea,36089,780394,L.,Senecio jacobaea,36089,Jacobaea vulgaris,Gaertn.
Senecio pterophorus,NA,NA,NA,NA,NA,NA,NA
Senna bicapsularis,505147,505147,(L.) Britton & Rose ex Britton & P. Wilson,Adipera bicapsularis,508383,NA,NA
Senna bicapsularis,505147,505147,L.,Cassia bicapsularis,510332,NA,NA
Senna bicapsularis,505147,505147,L.,Cassia emarginata,510339,NA,NA
Senna bicapsularis,505147,505147,(L.) Britton & Rose,Isandrina emarginata,515268,NA,NA
Senna didymobotrya,505150,505150,(Fresen.) Small,Chamaesenna didymobotrya,26533,NA,NA
Senna didymobotrya,505150,505150,Fresen.,Cassia didymobotrya,510336,NA,NA
Sesbania sesban,505188,505188,(Poir.) Pers.,Sesbania aegyptiaca,820736,NA,NA
Sida repens,505209,505209,auct. non (Burm. f.) Borss. Waalk.,Sida cordata,21753,NA,NA
Sida repens,505209,505209,sensu Britton & P. Wilson,Sida humilis,521447,NA,NA
Sida repens,505209,505209,Borss. Waalk.,Sida javensis ssp. expilosa,526694,NA,NA
Silene latifolia subsp. alba,NA,NA,NA,NA,NA,NA,NA
Silene vulgaris,20142,20142,(Mill.) Britten & Rendle,Silene latifolia,505231,NA,NA
Silene vulgaris,20142,20142,(Guss.) Ikonn.,Oberna commutata,517623,NA,NA
Silene vulgaris,20142,20142,Wibel,Silene cucubalus,521499,NA,NA
Silene vulgaris,20142,20142,Sm.,Silene inflata,521506,NA,NA
Silybum marianum,38413,38413,L.,Carduus marianus,510125,NA,NA
Silybum marianum,38413,38413,(L.) Hill,Mariana mariana,516766,NA,NA
Sinapis arvensis,23310,23310,(L.) Rabenh.,Brassica arvensis,509689,NA,NA
Sinapis arvensis,23310,23310,(DC.) L.C. Wheeler,Brassica kaber,509696,NA,NA
Sinapis arvensis,23310,23310,(Stokes) L.C. Wheeler,Brassica kaber var. pinnatifida,532647,NA,NA
Sinapis arvensis,23310,23310,(Rchb.) L.C. Wheeler,Brassica kaber var. schkuhriana,532648,NA,NA
Sinapis arvensis,23310,23310,L.,Sinapis arvensis ssp. arvensis,823405,NA,NA
Sinapis arvensis,23310,23310,(L.) W.D.J. Koch & Ziz,Sinapis arvensis var. orientalis,823455,NA,NA
Sinapis arvensis,23310,23310,(Rchb.) Hagenb.,Sinapis arvensis var. schkuhriana,823456,NA,NA
Solanum nigrum,565525,565525,auct. non L.,Solanum rubrum,521675,NA,NA
Solanum rostratum,30454,30454,(Dunal) Rydb.,Androcera rostrata,508784,NA,NA
Solanum rostratum,30454,30454,auct. non Lam.,Solanum cornutum,521656,NA,NA
Solanum tuberosum,505272,505272,Juz. & Bukasov,Solanum phureja,505825,NA,NA
Solanum tuberosum,505272,505272,Audib. ex Dunal,Solanum sylvestre,822284,NA,NA
Spartina densiflora,505303,505303,Steud.,Chauvinia chilensis,788231,NA,NA
Spartina densiflora,505303,505303,Arechav.,Spartina montevidensis,795262,NA,NA
Spartina densiflora,505303,505303,Speg.,Spartina patagonica,795264,NA,NA
Spartina densiflora,505303,505303,St.-Yves,Spartina juncea var. laxiflora,802494,NA,NA
Spartina densiflora,505303,505303,(Arechav.) St.-Yves,Spartina juncea var. montevidense,802495,NA,NA
Spartina densiflora,505303,505303,St.-Yves,Spartina densiflora subvar. pauper,803119,NA,NA
Spergularia marina,20152,507251,(L.) Griseb.,Spergularia marina,20152,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,Wiegand,Spergularia alata,521864,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,(Kindb.) F. Schmidt,Spergularia leiosperma,521866,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,(Greene) A. Nelson,Spergularia sparsiflora,521868,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,(L.) Britton,Tissa marina,522637,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,Greene,Tissa tenuis,522639,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,(L.) Griseb.,Spergularia marina var. marina,530508,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,J. Presl & C. Presl,Spergularia salina var. salina,531122,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,(Greene) Jeps.,Spergularia salina var. tenuis,531123,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,(Kindb.) Gürke,Spergularia marina var. leiosperma,540840,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,O. Deg. & I. Deg.,Spergularia marina var. simonii,540841,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,(Greene) R. Rossbach,Spergularia marina var. tenuis,540842,Spergularia salina,J. Presl & C. Presl
Spergularia marina,20152,507251,B.L. Rob.,Spergularia tenuis var. involucrata,540845,Spergularia salina,J. Presl & C. Presl
Spergularia rubra,20153,20153,(L.) Britton,Tissa rubra,522638,NA,NA
Spergularia rubra,20153,20153,(Kindb.) B.L. Rob.,Spergularia rubra var. perennans,540843,NA,NA
Sphenoclea zeylanica,34608,34608,DC.,Sphenoclea pongatium,897437,NA,NA
Sphenoclea zeylanica,34608,34608,N.E. Br.,Sphenoclea dalzielii,897438,NA,NA
Sporobolus africanus,42116,42116,Engl.,Sporobolus indicus var. capensis,566313,NA,NA
Sporobolus africanus,42116,42116,Poir.,Agrostis africana,785372,NA,NA
Sporobolus africanus,42116,42116,Kunth,Sporobolus capensis,795304,NA,NA
Stachys officinalis,32343,32343,L.,Betonica officinalis,509505,NA,NA
Stachytarpheta indica,32207,32204,Vahl,Stachytarpheta indica,32207,Stachytarpheta jamaicensis,(L.) Vahl
Stachytarpheta indica,32207,32204,(L.) Kuntze,Valerianoides jamaicensis,523138,Stachytarpheta jamaicensis,(L.) Vahl
Stipa capensis,785022,785022,Brot.,Stipa humilis,795518,NA,NA
Stipa capensis,785022,785022,Cav.,Stipa retorta,795647,NA,NA
Stipa capensis,785022,785022,Vahl ex Hornem.,Stipa seminuda,795665,NA,NA
Stipa capensis,785022,785022,Desf.,Stipa tortilis,795694,NA,NA
Stipa tenacissima,506643,783697,L.,Stipa tenacissima,506643,Macrochloa tenacissima,(L.) Kunth
Stipa tenacissima,506643,783697,(L.) Trin. & Rupr.,Lasiagrostis tenacissima,790838,Macrochloa tenacissima,(L.) Kunth
Striga asiatica,505388,505388,Lour.,Striga lutea,34055,NA,NA
Striga aspera,NA,NA,NA,NA,NA,NA,NA
Strobilanthes hamiltoniana,NA,NA,NA,NA,NA,NA,NA
Syzygium grande,27275,27275,Wight,Eugenia grandis,513271,NA,NA
Taeniatherum caput-medusae,42203,42203,L.,Elymus caput-medusae,512814,NA,NA
Taeniatherum caput-medusae,42203,42203,(Simonk.) Nevski,Taeniatherum asperum,522300,NA,NA
Taeniatherum caput-medusae,42203,42203,(L.) Pignatti,Hordelymus caput-medusae,790505,NA,NA
Taeniatherum caput-medusae,42203,42203,(L.) Coss. & Durieu,Hordeum caput-medusae,790513,NA,NA
Taeniatherum caput-medusae,42203,42203,(L.) Dumort.,Leptothrix caput-medusae,790947,NA,NA
Tamarix aphylla,22306,22306,Vahl,Tamarix articulata,522325,NA,NA
Tamarix chinensis,22308,22308,Bunge,Tamarix juniperina,897017,NA,NA
Tamarix ramosissima,22310,22310,Pall.,Tamarix pentandra,522326,NA,NA
Tephrosia candida,505439,505439,(DC.) Kuntze,Cracca candida,511501,NA,NA
Tephrosia candida,505439,505439,(DC.) Hassk.,Xiphocarpus candidus,523552,NA,NA
Thalictrum minus,18672,18672,L.,Thalictrum minus var. minus,18673,NA,NA
Thalictrum minus,18672,18672,(Fr.) Hultén,Thalictrum minus ssp. kemense,18674,NA,NA
Thalictrum minus,18672,18672,B. Boivin,Thalictrum hultenii,195024,NA,NA
Thalictrum minus,18672,18672,Wallr.,Thalictrum collinum,821180,NA,NA
Thalictrum minus,18672,18672,L.,Thalictrum minus ssp. minus,821201,NA,NA
Thlaspi perfoliatum,23425,517121,L.,Thlaspi perfoliatum,23425,Microthlaspi perfoliatum,(L.) F.K. Mey.
Toona ciliata,29029,29029,(Kuntze) Harms,Toona australis,522689,NA,NA
Toona ciliata,29029,29029,M. Roem.,Toona ciliata ssp. ciliata,524760,NA,NA
Toona ciliata,29029,29029,(Kuntze) Bahadur,Toona ciliata ssp. ciliata var. australis,531843,NA,NA
Toona ciliata,29029,29029,(Kuntze) C. DC.,Cedrela toona var. australis,533262,NA,NA
Toona ciliata,29029,29029,(Kuntze) Bahadur,Toona ciliata var. australis,566840,NA,NA
Toona sinensis,NA,NA,NA,NA,NA,NA,NA
Toxicodendron succedaneum,506461,506461,L.,Rhus succedanea,520066,NA,NA
Trachypogon spicatus,565572,565572,(H. B. K.) Nees,Trachypogon montupari,42213,NA,NA
Trachypogon spicatus,565572,565572,(J. Presl) Scribn.,Trachypogon secundus,42214,NA,NA
Trachypogon spicatus,565572,565572,(Kunze) Nees,Trachypogon montufari,505547,NA,NA
Trachypogon spicatus,565572,565572,Kunth,Andropogon montufari,508817,NA,NA
Trachypogon spicatus,565572,565572,Kunth,Andropogon montufarii,508818,NA,NA
Trachypogon spicatus,565572,565572,J. Presl,Heteropogon secundus,514690,NA,NA
Trachypogon spicatus,565572,565572,Kunth,Andropogon angustifolius,786047,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Kunth,Andropogon canescens,786087,NA,NA
Trachypogon spicatus,565572,565572,Steud.,Andropogon dactyloides,786111,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Steud.,Andropogon dissolutus,786122,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Kunth,Andropogon ligularis,786217,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Kunth,Andropogon mollis,786245,NA,NA
Trachypogon spicatus,565572,565572,Humb. & Bonpl. ex Willd.,Andropogon plumosus,786284,NA,NA
Trachypogon spicatus,565572,565572,(J. Presl) Kunth,Andropogon secundus,786328,NA,NA
Trachypogon spicatus,565572,565572,Steud.,Andropogon spicatus,786341,NA,NA
Trachypogon spicatus,565572,565572,Hack.,Andropogon trichospirus,786369,NA,NA
Trachypogon spicatus,565572,565572,Steud.,Andropogon vestitus,786377,NA,NA
Trachypogon spicatus,565572,565572,J. Presl,Heteropogon stipoides,790432,NA,NA
Trachypogon spicatus,565572,565572,L. f.,Stipa spicata,795675,NA,NA
Trachypogon spicatus,565572,565572,Thunb.,Stipa spicata,795676,NA,NA
Trachypogon spicatus,565572,565572,Walter,Stipa spicata,795677,NA,NA
Trachypogon spicatus,565572,565572,E. Fourn. ex Hemsl.,Trachypogon angustifolius,795861,NA,NA
Trachypogon spicatus,565572,565572,Nees ex Hack.,Trachypogon angustifolius,795862,NA,NA
Trachypogon spicatus,565572,565572,Nees,Trachypogon canescens,795865,NA,NA
Trachypogon spicatus,565572,565572,(Steud.) E. Fourn. ex Hemsl.,Trachypogon dactyloides,795866,NA,NA
Trachypogon spicatus,565572,565572,Swallen,Trachypogon densus,795867,NA,NA
Trachypogon spicatus,565572,565572,Nees,Trachypogon dissoluta,795868,NA,NA
Trachypogon spicatus,565572,565572,E. Fourn.,Trachypogon gouinii,795870,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon gracilis,795871,NA,NA
Trachypogon spicatus,565572,565572,(Hack.) Nash,Trachypogon karwinskyi,795873,NA,NA
Trachypogon spicatus,565572,565572,Nees,Trachypogon ligularis,795875,NA,NA
Trachypogon spicatus,565572,565572,Wipff & S.D. Jones,Trachypogon mayaensis,795876,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon micans,795877,NA,NA
Trachypogon spicatus,565572,565572,Nees,Trachypogon mollis,795879,NA,NA
Trachypogon spicatus,565572,565572,(Kunth) Nees,Trachypogon montufarii,795880,NA,NA
Trachypogon spicatus,565572,565572,E. Fourn.,Trachypogon muelleri,795881,NA,NA
Trachypogon spicatus,565572,565572,Nash,Trachypogon palmeri,795882,NA,NA
Trachypogon spicatus,565572,565572,Swallen,Trachypogon parviflorus,795883,NA,NA
Trachypogon spicatus,565572,565572,(Humb. & Bonpl. ex Willd.) Nees,Trachypogon plumosus,795884,NA,NA
Trachypogon spicatus,565572,565572,Hack.,Trachypogon polymorphus,795885,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon preslii,795886,NA,NA
Trachypogon spicatus,565572,565572,Swallen,Trachypogon ramosus,795887,NA,NA
Trachypogon spicatus,565572,565572,Swallen,Trachypogon rigidifolius,795889,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon gracilis var. ciliatus,802662,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon gracilis var. hirtus,802663,NA,NA
Trachypogon spicatus,565572,565572,(Pilg.) Pilg.,Trachypogon montufarii var. bolivianus,802664,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon montufarii var. grandiflorus,802665,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Andersson,Trachypogon montufarii var. mollis,802666,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Burkart,Trachypogon montufarii var. mollis,802667,NA,NA
Trachypogon spicatus,565572,565572,(Nees) E. Fourn. ex Hemsl.,Trachypogon montufarii var. mollis,802668,NA,NA
Trachypogon spicatus,565572,565572,(Kunth) Nees,Trachypogon montufarii var. montufarii,802669,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon montufarii var. pauciflorus,802670,NA,NA
Trachypogon spicatus,565572,565572,E. Fourn.,Trachypogon montufarii var. pilosa,802671,NA,NA
Trachypogon spicatus,565572,565572,E. Fourn.,Trachypogon montufarii var. pilosus,802672,NA,NA
Trachypogon spicatus,565572,565572,(Kunth) Hack.,Trachypogon plumosus var. montufarii,802673,NA,NA
Trachypogon spicatus,565572,565572,(J. Presl) Beetle,Trachypogon plumosus var. secundus,802674,NA,NA
Trachypogon spicatus,565572,565572,Pilg.,Trachypogon polymorphus var. bolivianus,802675,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Hack.,Trachypogon polymorphus var. canescens,802676,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Hack.,Trachypogon polymorphus var. dissolutus,802677,NA,NA
Trachypogon spicatus,565572,565572,(E. Fourn.) Hack.,Trachypogon polymorphus var. gouinii,802679,NA,NA
Trachypogon spicatus,565572,565572,Hack.,Trachypogon polymorphus var. karwinskyi,802680,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Hack.,Trachypogon polymorphus var. ligularis,802681,NA,NA
Trachypogon spicatus,565572,565572,(Kunth) Hack.,Trachypogon polymorphus var. montufarii,802683,NA,NA
Trachypogon spicatus,565572,565572,(Humb. & Bonpl. ex Willd.) Hack.,Trachypogon polymorphus var. plumosus,802684,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Roberty,Trachypogon capensis subvar. mollis,803123,NA,NA
Trachypogon spicatus,565572,565572,(Kunth) Roberty,Trachypogon capensis subvar. montufari,803124,NA,NA
Trachypogon spicatus,565572,565572,(J. Presl) Hack. ex Henrard,Trachypogon plumosus subvar. secundus,803125,NA,NA
Trachypogon spicatus,565572,565572,(Steud.) Hack.,Trachypogon polymorphus subvar. dactyloides,803126,NA,NA
Trachypogon spicatus,565572,565572,(Andersson) Hack.,Trachypogon polymorphus subvar. gracilis,803127,NA,NA
Trachypogon spicatus,565572,565572,(Nees) Hack.,Trachypogon polymorphus subvar. mollis,803128,NA,NA
Trachypogon spicatus,565572,565572,(J. Presl) Hack.,Trachypogon polymorphus subvar. secundus,803129,NA,NA
Trachypogon spicatus,565572,565572,Andersson,Trachypogon preslii f. preslii,803765,NA,NA
Trachypogon spicatus,565572,565572,(J. Presl) Andersson,Trachypogon preslii f. secundus,803766,NA,NA
Trifolium constantinopolitanum,NA,NA,NA,NA,NA,NA,NA
Trifolium phleoides,NA,NA,NA,NA,NA,NA,NA
Trigonella maritima,NA,NA,NA,NA,NA,NA,NA
Urochloa decumbens,785147,785147,Stapf,Brachiaria decumbens,506671,NA,NA
Urochloa panicoides,42248,42248,(P. Beauv.) Hitchc.,Panicum panicoides,792598,NA,NA
Urochloa panicoides,42248,42248,Desv.,Panicum urochloa,792965,NA,NA
Vaccinium corymbosum,23573,23573,(A. Gray) Heller,Vaccinium atrococcum,23572,NA,NA
Vaccinium corymbosum,23573,23573,Aiton,Vaccinium amoemum,23578,NA,NA
Vaccinium corymbosum,23573,23573,Rehder,Vaccinium ashei,23581,NA,NA
Vaccinium corymbosum,23573,23573,Small,Vaccinium australe,23582,NA,NA
Vaccinium corymbosum,23573,23573,Mack.,Vaccinium caesariense,23585,NA,NA
Vaccinium corymbosum,23573,23573,A. Gray,Vaccinium constablaei,23588,NA,NA
Vaccinium corymbosum,23573,23573,Aiton,Vaccinium fuscatum,23594,NA,NA
Vaccinium corymbosum,23573,23573,S. Watson (pro sp.),Vaccinium X marianum,23600,NA,NA
Vaccinium corymbosum,23573,23573,Small,Vaccinium simulatum,23614,NA,NA
Vaccinium corymbosum,23573,23573,Andr.,Vaccinium formosum,505632,NA,NA
Vaccinium corymbosum,23573,23573,Aiton,Vaccinium virgatum,505636,NA,NA
Vaccinium corymbosum,23573,23573,(Aiton) Small,Cyanococcus amoenus,511878,NA,NA
Vaccinium corymbosum,23573,23573,(A. Gray) Small,Cyanococcus atrococcus,511879,NA,NA
Vaccinium corymbosum,23573,23573,(L.) Rydb.,Cyanococcus corymbosus,511881,NA,NA
Vaccinium corymbosum,23573,23573,Small,Cyanococcus cuthbertii,511882,NA,NA
Vaccinium corymbosum,23573,23573,(Aiton) Small,Cyanococcus fuscatus,511884,NA,NA
Vaccinium corymbosum,23573,23573,(Small) Small,Cyanococcus simulatus,511889,NA,NA
Vaccinium corymbosum,23573,23573,(Aiton) Small,Cyanococcus virgatus,511894,NA,NA
Vaccinium corymbosum,23573,23573,sensu Small,Cyanococcus virgatus,511895,NA,NA
Vaccinium corymbosum,23573,23573,Aiton,Vaccinium amoenum,523095,NA,NA
Vaccinium corymbosum,23573,23573,Ashe,Vaccinium arkansanum,523097,NA,NA
Vaccinium corymbosum,23573,23573,A. Gray,Vaccinium parviflorum,523110,NA,NA
Vaccinium corymbosum,23573,23573,(Hook.) Fernald,Vaccinium corymbosum var. albiflorum,541546,NA,NA
Vaccinium corymbosum,23573,23573,(Aiton) A. Gray,Vaccinium corymbosum var. amoenum,541547,NA,NA
Vaccinium corymbosum,23573,23573,A. Gray,Vaccinium corymbosum var. atrococcum,541548,NA,NA
Vaccinium corymbosum,23573,23573,A. Gray,Vaccinium corymbosum var. glabrum,541549,NA,NA
Vaccinium corymbosum,23573,23573,C. Mohr,Vaccinium stamineum var. sericeum,541563,NA,NA
Vaccinium corymbosum,23573,23573,Ashe,Vaccinium virgatum var. ozarkense,541569,NA,NA
Vaccinium corymbosum,23573,23573,Palmer,Vaccinium virgatum var. speciosum,541570,NA,NA
Ventenata dubia,42259,42259,Leers,Avena dubia,509381,NA,NA
Ventenata dubia,42259,42259,Koel.,Ventenata avenacea,523162,NA,NA
Ventenata dubia,42259,42259,Moench,Avena tenuis,787132,NA,NA
Ventenata dubia,42259,42259,(Moench) Trin.,Gaudinia tenuis,790180,NA,NA
Veronica anagallis-aquatica,565594,565594,L.,Veronica anagallis,33397,NA,NA
Veronica anagallis-aquatica,565594,565594,L.,Veronica anagallis,33410,NA,NA
Veronica anagallis-aquatica,565594,565594,Wooton & Standl.,Veronica micromeria,33420,NA,NA
Veronica anagallis-aquatica,565594,565594,K. Richt.,Veronica comosa,523214,NA,NA
Veronica anagallis-aquatica,565594,565594,Pennell,Veronica glandifera,523219,NA,NA
Veronica anagallis-aquatica,565594,565594,auct. non Schur,Veronica salina,523223,NA,NA
Veronica anagallis-aquatica,565594,565594,Wooton & Standl.,Veronica micromera,834128,NA,NA
Veronica serpyllifolia,33423,33423,Dicks.,Veronica humifusa,33419,NA,NA
Veronica serpyllifolia,33423,33423,L.,Veronica serpyllifolia ssp. serpyllifolia,33424,NA,NA
Veronica serpyllifolia,33423,33423,(Dicks.) Syme,Veronica serpyllifolia ssp. humifusa,33425,NA,NA
Veronica serpyllifolia,33423,33423,All.,Veronica tenella,523225,NA,NA
Veronica serpyllifolia,33423,33423,(L.) Fourr.,Veronicastrum serpyllifolium,523230,NA,NA
