acc_name,selected,synonyms,naturalized,weedy,fed_nox,fl_nox,occurrences,occurrences_new,Atlas,climate,acc_name_source
Cuscuta pentagona,0,"Cuscuta arvensis, Cuscuta arvensis var. calycina, Cuscuta arvensis var. capsici, Cuscuta arvensis var. microcalyx, Cuscuta arvensis var. pentagona, Cuscuta campestris, Cuscuta kamelorum, Cuscuta pentagona, Cuscuta pentagona var. calycina, Cuscuta pentagona var. microcalyx, Cuscuta pentagona var. pentagona, Cuscuta pentagona var. subulata, Cuscuta pentagona var. typica, Epithymum arvense, Grammica campestris, Grammica pentagona",1,1,0,1,12606,10180,1,1,Atlas
Cuscuta reflexa,0,Cuscuta reflexa,1,1,0,1,243,167,0,1,ITIS
Cutandia memphitica,0,"Cutandia dichotoma var. memphitica, Cutandia memphitica, Cutandia scleropoides, Dactylis memphitica, Festuca divaricata var. memphitica, Festuca memphitica, Scleropoa caspica, Scleropoa memphitica",1,1,0,0,431,135,0,1,ITIS
Cyanthillium cinereum,0,"Cacalia cinerea, Cacalia rotundifolia, Chrysocoma purpurea, Chrysocoma violacea, Claotrachelus rupestris, Conyza cinerea, Conyza heterophylla, Conyza ivifolia, Conyza mollis, Conyza prolifera, Cyanopis decurrens, Cyanopis erigeroides, Cyanthillium cinereum, Senecioides cinerea, Serratula cinerea, Vernonia abbreviata, Vernonia albicans, Vernonia cinerea, Vernonia cinerea var. glabriuscula, Vernonia cinerea var. parviflora, Vernonia cinerea var. rotundifolia, Vernonia cinerea var. undulata, Vernonia conyzoides, Vernonia cyanonioides, Vernonia diffusa, Vernonia erigeroides, Vernonia fasciculata, Vernonia laxiflora, Vernonia leptophylla, Vernonia linifolia, Vernonia parviflora, Vernonia physalifolia, Vernonia physalifolia var. glabrescens, Vernonia rhomboidea, Vernonia zollingeriana",1,1,0,0,0,6704,1,0,TNRS
Cyclachaena xanthiifolia,0,"Cyclachaena xanthifolia, Cyclachaena xanthiifolia, Iva xanthifolia, Iva xanthiifolia",1,1,0,0,2930,3720,0,1,ITIS
Cyclanthera pedata,0,"Cyclanthera pedata, Cyclanthera pedata var. edulis, Cyclanthera pedata var. pedata",1,1,0,0,220,184,0,1,ITIS
Cycloloma atriplicifolium,0,"Cycloloma atriplicifolium, Kochia atriplicifolia",1,1,0,0,727,971,0,1,ITIS
Cyclosorus parasiticus,0,"Christella parasitica, Cyclosorus parasiticus, Dryopteris parasitica, Thelypteris parasitica",1,1,0,0,314,1216,0,1,ITIS
Cylindropuntia fulgida,0,"Cylindropuntia fulgida, Opuntia fulgida",1,1,0,0,2557,2129,0,1,ITIS
Cylindropuntia rosea,0,"Cylindropuntia rosea, Opuntia pallida, Opuntia rosea",1,1,0,0,381,334,0,1,ITIS
Cymbidium insigne,0,Cymbidium insigne,1,0,0,0,7,8,0,0,TNRS
Cymbopogon citratus,0,"Andropogon cerifer, Andropogon citratus, Andropogon citriodorum, Andropogon nardus ssp. ceriferus, Andropogon nardus subsp. cerifer, Andropogon roxburghii, Cymbopogon citratus, Cymbopogon nardus subvar. citratus",1,1,0,0,558,1016,1,1,Atlas
Cynara cardunculus,0,Cynara cardunculus,1,1,0,0,6345,2342,0,1,ITIS
Cynodon plectostachyus,0,"Cynodon plectostachyus, Cynodon plectostachyus var. ruspolianus, Cynodon ruspolianus, Leptochloa plectostachya",1,1,0,0,257,225,0,1,ITIS
Cynoglossum amabile,0,Cynoglossum amabile,1,1,0,0,1453,1416,0,1,ITIS
Cynoglossum creticum,0,Cynoglossum creticum,1,1,0,0,10032,11878,0,1,TNRS
Cynoglossum officinale,0,Cynoglossum officinale,1,1,0,0,39905,43889,0,1,ITIS
Cynoglossum wallichii,0,"Cynoglossum glochidiatum, Cynoglossum wallichii",0,1,0,0,547,330,0,1,ITIS
Cynosurus echinatus,0,"Cynosurus echinatus, Falona echinata, Phalona echinata",1,1,0,0,18881,21262,0,1,ITIS
Cyperus albostriatus,0,"Cyperus albostriatus, Cyperus albostriatus var. mossii, Cyperus braunii, Cyperus mariscus, Cyperus mossii",1,1,0,0,532,506,1,0,Atlas
Cyperus brevifolius,0,"Cyperus brevifolius, Cyperus brevifolius forma firmiculmis, Cyperus brevifolius forma gracilis, Cyperus brevifolius forma pumilus, Cyperus brevifolius forma stellulatus, Cyperus brevifolius forma subtrifoliatus, Cyperus brevifolius var. stellulatus, Cyperus cruciformis, Kyllinga brevifolia, Kyllinga brevifolia forma laxa, Kyllinga brevifolia forma pumila, Kyllinga brevifolia var. andamanica, Kyllinga brevifolia var. cruciformis, Kyllinga brevifolia var. gibbosa, Kyllinga brevifolia var. intermedia, Kyllinga brevifolia var. longifolia, Kyllinga brevifolia var. stellulata, Kyllinga cruciformis, Kyllinga elongata, Kyllinga fuscata, Kyllinga gracilis, Kyllinga honolulu, Kyllinga intermedia, Kyllinga intermedia var. oligostachya, Kyllinga laxa, Kyllinga longiculmis, Kyllinga melanosperma var. stellulata, Kyllinga oligostachya, Kyllinga pumilio, Kyllinga sororia, Kyllinga tenuis, Kyllinga tenuissima, Kyllinga uncinata, Mariscus kyllingoides, Schoenus capitatus",1,1,0,0,6813,8757,1,1,Atlas
Cyperus digitatus subsp. auricomus,0,"Cyperus auricomus, Cyperus digitatus subsp. auricomus",1,1,0,0,132,65,0,1,TNRS
Cyperus echinatus,0,"Cyperus echinatus, Cyperus ovularis, Cyperus ovularis var. americanus, Cyperus ovularis var. sphaericus, Cyperus ovularis var. wolfii, Cyperus rivularis, Cyperus wolfii, Kyllinga ovularis, Mariscus bracheilema, Mariscus drummondii, Mariscus echinatus, Mariscus ovularis, Mariscus ovularis var. tenellus, Mariscus sphaerocephalus, Schoenus umbellatus, Scirpus echinatus",1,1,0,0,655,1120,1,0,Atlas
Cyperus entrerianus,0,"Cyperus entrerianus, Cyperus entrerianus forma abbreviatus, Cyperus entrerianus var. parvicapitulatus, Cyperus luzulae, Cyperus luzulae var. entrerianus, Cyperus luzulae var. tucumanensis, Cyperus surinamensis var. strictus, Cyperus tucumanensis, Scirpus luzulae",1,1,0,0,551,3515,1,1,Atlas
Cyperus flavescens,0,"Chlorocyperus abyssinicus, Chlorocyperus flavescens, Cyperus abyssinicus, Cyperus durandii, Cyperus fallaciosus, Cyperus flavescens, Cyperus flavescens forma abyssinicus, Cyperus flavescens forma caucasicus, Cyperus flavescens forma compactus, Cyperus flavescens forma fontanesii, Cyperus flavescens forma gracillimus, Cyperus flavescens forma major, Cyperus flavescens forma monostachyus, Cyperus flavescens forma paraensis, Cyperus flavescens forma setaceus, Cyperus flavescens subsp. fallaciosus, Cyperus flavescens subvar. mohrii, Cyperus flavescens var, paraensis, Cyperus flavescens var. abyssinicus, Cyperus flavescens var. fontanesii, Cyperus flavescens var. minor, Cyperus flavescens var. piceus, Cyperus flavescens var. poaeformis, Cyperus flavescens var. poiformis, Cyperus flavescens var. pygmaeus, Cyperus flavescens var. typicus, Cyperus fontanesii, Cyperus gussonei, Cyperus ligusticus, Cyperus nieuwlandii, Cyperus obtusiusculus, Cyperus pallidus, Cyperus paraensis, Cyperus piceus, Cyperus piceus forma potosiensis, Cyperus piceus forma squalidus, Cyperus poaeformis, Cyperus setaceus, Cyperus squalidus, Cyperus stramineus, Cyperus tonduzianus, Cyperus tristachyus, Cyperus tristachyus var. elongatus, Cyperus tristachyus var. minor, Cyperus xanthinus, Cyperus Xnieuwlandii, Pycreus fallaciosus, Pycreus flavescens, Pycreus flavescens forma caucasicus, Pycreus flavescens forma gracillimus, Pycreus flavescens forma minor, Pycreus flavescens forma monostachyus, Pycreus flavescens forma setaceus, Pycreus flavescens subsp. fallaciosus, Pycreus flavescens var. abyssinicus, Pycreus flavescens var. piceus, Pycreus paraensis, Pycreus piceus, Pycreus potosiensis, Pycreus tristachyus",1,1,0,0,6014,28333,1,0,Atlas
Cyperus helferi,0,Cyperus helferi,0,0,0,0,5,4,0,0,TNRS
Cyperus imbricatus,0,"Cyperus imbricatus, Cyperus radiatus",1,1,0,0,545,542,0,1,ITIS
Cyperus iria,0,"Chlorocyperus iria, Cyperus chrysomelinus, Cyperus diaphaniria, Cyperus iria, Cyperus iria forma chrysomelinus, Cyperus iria forma diaphaniria, Cyperus iria forma flavescens, Cyperus iria forma multiflorus, Cyperus iria var. flavescens, Cyperus iria var. paniciformis, Cyperus iria var. santonici, Cyperus iria var. typicus, Cyperus microlepis, Cyperus nangtciangensis, Cyperus nuttallii, Cyperus paniciformis, Cyperus panicoides, Cyperus resinosus, Cyperus santonici, Cyperus seminudus",1,1,0,0,4559,4772,1,1,Atlas
Cyperus meyenianus,0,"Cyperus meyenianus, Mariscus meyenianus",1,1,0,0,235,260,0,1,ITIS
Cyperus microiria,0,Cyperus microiria,1,1,0,0,1665,2264,0,1,ITIS
Cyperus prolifer,0,"Cyperus aequalis, Cyperus isocladus, Cyperus papyroides, Cyperus prolifer, Cyperus prolifer var. isocladus, Papyrus aequalis",1,1,0,1,358,361,1,1,Atlas
Cyperus reflexus,0,"Cyperus arenicola, Cyperus baazas, Cyperus cyrtolepis var. arenicola, Cyperus fernandezianus, Cyperus fraternus, Cyperus haematostachys, Cyperus juncoides, Cyperus pseudovegetus var. arenicola, Cyperus reflexus, Cyperus reflexus forma anterna, Cyperus reflexus forma capitatus, Cyperus reflexus forma evolutus, Cyperus reflexus subforma flaccidus, Cyperus reflexus subforma glaucovirens, Cyperus reflexus var. fraternus, Cyperus reflexus var. genuinus, Cyperus reflexus var. macrostachys, Cyperus rufescens, Cyperus sellowii, Cyperus virens var. arenicola, Pycreus fernandezianus",1,1,0,0,508,1405,1,1,Atlas
Cyperus teneristolon,0,Cyperus teneristolon,0,1,0,0,15,8,0,1,TNRS
Daboecia cantabrica,0,Daboecia cantabrica,1,1,0,0,11194,393,0,0,TNRS
Dactyloctenium australe,0,Dactyloctenium australe,1,1,0,0,316,305,0,1,TNRS
Dactylorhiza lapponica,0,Dactylorhiza lapponica,0,0,0,0,5154,2010,0,0,TNRS
Dahlia imperialis,0,Dahlia imperialis,1,0,0,0,237,172,0,1,TNRS
Dalea scandens,0,Dalea scandens,1,1,0,0,191,34,0,1,ITIS
Danae racemosa,0,Danae racemosa,1,1,0,0,103,96,0,1,TNRS
Dasiphora fruticosa,0,"Dasiphora floribunda, Dasiphora fruticosa, Dasiphora fruticosa ssp. floribunda, Dasiphora fruticosa ssp. tenuifolia, Pentaphylloides floribunda, Pentaphylloides fruticosa, Potentilla floribunda, Potentilla fruticosa, Potentilla fruticosa ssp. floribunda, Potentilla fruticosa var. farreri, Potentilla fruticosa var. fruticosa, Potentilla fruticosa var. tenuifolia, Potentilla fruticosa var. villosissima, Potentilla tenuifolia",1,1,0,0,12747,13320,0,0,ITIS
Dasiphora glabrata,0,Dasiphora glabrata,0,0,0,0,11,10,0,0,CABI
Datura inixia,0,Datura inixia,0,0,0,0,0,2708,0,1,CABI
Datura inoxia,0,"Datura fastuosa, Datura guayaquilensis, Datura innoxia, Datura innoxia var. innoxia, Datura inoxia, Datura inoxia ssp. inoxia, Datura metel, Datura meteloides",1,1,0,0,3978,6258,0,1,ITIS
Datura stramonium,0,"Datura ferox, Datura inermis, Datura loricata, Datura lurida, Datura parviflora, Datura stramonium, Datura stramonium forma inermis, Datura stramonium forma tatula, Datura stramonium var. chalybea, Datura stramonium var. inermis, Datura stramonium var. tatula, Datura tatula, Stramonium foetidum, Stramonium spinosum, Stramonium tatula, Stramonium vulgare, Stramonium vulgatum",1,1,0,0,44309,75749,1,1,Atlas
Daucus broteri,0,Daucus broteri,0,0,0,0,246,104,0,1,CABI
Daucus carota,0,"Ballimon maritimum, Carota sativa, Carota sylvestris, Caucalis carnosa, Caucalis carota, Caucalis daucus, Caucalis gingidium, Caucalis gummifera, Caucalis hispanica, Caucalis maritima, Daucus abyssinicus, Daucus aegyptiacus, Daucus agrestis, Daucus allionii, Daucus australis, Daucus bactrianus, Daucus bocconei, Daucus brevicaulis, Daucus carnosus, Daucus carota, Daucus carota convar. sativus, Daucus carota forma acaulis, Daucus carota forma anomalus, Daucus carota forma atropurpureus, Daucus carota forma aurantius, Daucus carota forma bertolonii, Daucus carota forma comosus, Daucus carota forma contractus, Daucus carota forma convexus, Daucus carota forma coronarius, Daucus carota forma curtus, Daucus carota forma degenerans, Daucus carota forma devolucratus, Daucus carota forma drepanensis, Daucus carota forma epurpuratus, Daucus carota forma filifolius, Daucus carota forma fischeri, Daucus carota forma goodmanii, Daucus carota forma heterocarpus, Daucus carota forma hollandicus, Daucus carota forma japonicus, Daucus carota forma kintoki, Daucus carota forma lucidus, Daucus carota forma maritimus, Daucus carota forma microcarpus, Daucus carota forma nitidus, Daucus carota forma normalis, Daucus carota forma ochroleucus, Daucus carota forma prolifer, Daucus carota forma purpureus, Daucus carota forma roseus, Daucus carota forma rubens, Daucus carota forma rubriflorus, Daucus carota forma saalfeldensis, Daucus carota forma sapporoensis, Daucus carota forma sativus, Daucus carota forma serratus, Daucus carota forma sulfureus, Daucus carota forma versicolor, Daucus carota forma viridulus, Daucus carota forma viviparus, Daucus carota forma vulgaris, Daucus carota ssp. carota, Daucus carota ssp. sativus, Daucus carota subsp. afganicus, Daucus carota subsp. bocconei, Daucus carota subsp. cilicicus, Daucus carota subsp. commutatus, Daucus carota subsp. drepanensis, Daucus carota subsp. gadecaei, Daucus carota subsp. gingidium, Daucus carota subsp. gummifer, Daucus carota subsp. hispanicus, Daucus carota subsp. hispidus, Daucus carota subsp. japonicus, Daucus carota subsp. maior, Daucus carota subsp. maritimus, Daucus carota subsp. mediterraneus, Daucus carota subsp. occidentalis, Daucus carota subsp. orientalis, Daucus carota subsp. rupestris, Daucus carota subsp. sativus, Daucus carota subsp. syriacus, Daucus carota subvar. allionii, Daucus carota subvar. anomalus, Daucus carota subvar. aurantius, Daucus carota subvar. boissieri, Daucus carota subvar. brachyacanthus, Daucus carota subvar. dentatus, Daucus carota subvar. erioca, Daucus carota subvar. glaber, Daucus carota subvar. glabrescens, Daucus carota subvar. globosus, Daucus carota subvar. hollandicus, Daucus carota subvar. nanus, Daucus carota subvar. noisettii, Daucus carota subvar. pellucidus, Daucus carota subvar. puberulus, Daucus carota subvar. pusillus, Daucus carota subvar. rubens, Daucus carota subvar. saalfeldensis, Daucus carota subvar. scaber, Daucus carota subvar. scabridus, Daucus carota subvar. serratus, Daucus carota subvar. sulfureus, Daucus carota subvar. tenuiflorus, Daucus carota subvar. timbalianus, Daucus carota subvar. typicus, Daucus carota subvar. velutinus, Daucus carota subvar. villosus, Daucus carota subvar. violaceus, Daucus carota subvar. vulgaris, Daucus carota subvar. vulgatissimus, Daucus carota var. agrestis, Daucus carota var. albus, Daucus carota var. anomalus, Daucus carota var. atrorubens, Daucus carota var. aurantius, Daucus carota var. bocconei, Daucus carota var. boissieri, Daucus carota var. breviaculeatus, Daucus carota var. caucasicus, Daucus carota var. commutatus, Daucus carota var. curtus, Daucus carota var. dentatus, Daucus carota var. devolucratus, Daucus carota var. exiguus, Daucus carota var. filifolius, Daucus carota var. genuinus, Daucus carota var. giganteus, Daucus carota var. gingidium, Daucus carota var. glaber, Daucus carota var. glabrescens, Daucus carota var. grandiflorus, Daucus carota var. gummifer, Daucus carota var. hispidus, Daucus carota var. hollandicus, Daucus carota var. intermedius, Daucus carota var. leptophyllus, Daucus carota var. longus, Daucus carota var. maior, Daucus carota var. maritima, Daucus carota var. mauritanicus, Daucus carota var. maximus, Daucus carota var. nanus, Daucus carota var. noisettii, Daucus carota var. ochroleucus, Daucus carota var. pellucidus, Daucus carota var. petroselinifolius, Daucus carota var. polygamus, Daucus carota var. puberulus, Daucus carota var. purpuriflorus, Daucus carota var. pusillus, Daucus carota var. rectiradius, Daucus carota var. roseus, Daucus carota var. rubens, Daucus carota var. rupestris, Daucus carota var. saalfeldensis, Daucus carota var. sativus, Daucus carota var. scabridus, Daucus carota var. schavrovii, Daucus carota var. serotinus, Daucus carota var. siculus, Daucus carota var. silvestris, Daucus carota var. sulfureus, Daucus carota var. sylvestris, Daucus carota var. typicus, Daucus carota var. vavilovii, Daucus carota var. violaceus, Daucus carota var. witheringianus, Daucus carota var. zhukovskii, Daucus communis, Daucus communis subsp. gingidium, Daucus communis subsp. gummifer, Daucus communis subsp. maximus, Daucus communis subvar. dentatus, Daucus dentatus, Daucus drepanensis, Daucus durieua, Daucus esculentus, Daucus exarmatus, Daucus fontanesii, Daucus gadecaei, Daucus gingidium, Daucus gingidium forma breviaculeatus, Daucus gingidium forma vulgaris, Daucus gingidium subsp. commutatus, Daucus gingidium subsp. drepanensis, Daucus gingidium subsp. fontanesii, Daucus gingidium subsp. gummifer, Daucus gingidium subsp. hispanicus, Daucus gingidium subsp. rupestris, Daucus gingidium var. angustilobus, Daucus gingidium var. bertolonii, Daucus gingidium var. bocconei, Daucus gingidium var. hispidus, Daucus gingidium var. latilobus, Daucus grandiflorus, Daucus gummifer, Daucus gummifer subsp. hispidus, Daucus gummifer var. hispidus, Daucus guttatus, Daucus halophilus, Daucus heterophylus, Daucus heterophylus var. asper, Daucus heterophylus var. fumarioides, Daucus heterophylus var. laxifolius, Daucus hispanicus, Daucus hispidus, Daucus jolensis, Daucus kotovii, Daucus levis, Daucus lucidus, Daucus marcidus, Daucus maritimus, Daucus maritimus var. serratus, Daucus matthioli, Daucus mauritanicus, Daucus mauritanicus var. pterochlaenus, Daucus maximus, Daucus montanus, Daucus nebrodensis, Daucus nebrodensis var. rosea, Daucus nitidus, Daucus nudicaulis, Daucus nudicaulis var. pumilus, Daucus paralias, Daucus polygamus, Daucus rupestris, Daucus sativus, Daucus scariosus, Daucus scariosus var. ramosus, Daucus scariosus var. simplex, Daucus serratus, Daucus siculus, Daucus strigosus, Daucus sylvestris, Daucus vulgaris, Durieua abyssinica, Durieua hispanica, Orlaya maritima, Orlaya maritima var. breviaculeata, Peltactila grandiflora, Peltactila hispida, Pseudorlaya maritima, Tiricta daucoides",1,1,0,0,382158,34480924,1,1,Atlas
Daucus glochidiatus,0,Daucus glochidiatus,1,1,0,0,21382,21279,0,1,TNRS
Daucus muricatus,0,Daucus muricatus,0,1,0,0,708,373,0,1,TNRS
Delairea odorata,0,"Delairea odorata, Senecio mikanioides",1,1,0,0,4018,4619,0,1,ITIS
Dendrocalamus strictus,0,"Bambos stricta, Bambusa stricta, Dendrocalamus strictus, Nastus strictus",1,1,0,0,68,59,0,1,ITIS
Dendrophthoe,0,Dendrophthoe,0,0,0,0,4480,117,0,1,TNRS
Dennstaedtia punctilobula,0,Dennstaedtia punctilobula,1,1,0,0,2391,3263,0,1,ITIS
Descurainia sophia,0,"Descurainia sophia, Sisymbrium sophia, Sophia sophia",1,1,0,0,31267,28654,0,1,ITIS
Desmodium intortum,0,"Desmodium intortum, Meibomia intorta",1,1,0,0,967,908,0,1,ITIS
Desmodium sandwicense,0,"Desmodium sandwicense, Desmodium uncinatum, Meibomia uncinata",1,1,0,0,17,990,0,1,ITIS
Desmostachya bipinnata,0,Desmostachya bipinnata,1,1,0,0,261,197,0,1,TNRS
Dianthus cruentus,0,Dianthus cruentus,1,0,0,0,103,100,0,0,TNRS
Diascia barberae,0,Diascia barberae,1,0,0,0,53,55,0,1,TNRS
Dichanthelium acuminatum,0,"Dichanthelium acuminatum, Panicum acuminatum, Panicum acuminatum var. acuminatum",1,1,0,0,8123,2418,0,1,ITIS
Dichanthelium dichotomum,0,"Chasea dichotoma, Dichanthelium annulum, Dichanthelium caerulescens, Dichanthelium dichotomum, Dichanthelium dichotomum subsp. lucidum, Dichanthelium dichotomum subsp. mattamuskeetense, Dichanthelium dichotomum subsp. microcarpon, Dichanthelium dichotomum subsp. nitidum, Dichanthelium dichotomum subsp. roanokense, Dichanthelium dichotomum subsp. yadkinense, Dichanthelium dichotomum var. nitidum, Dichanthelium dichotomum var. ramulosum, Dichanthelium dichotomum var. roanokense, Dichanthelium lucidum, Dichanthelium mattamuskeetense, Dichanthelium microcarpon, Dichanthelium nitidum, Dichanthelium roanokense, Dichanthelium sphagnicola, Dichanthelium yadkinense, Panicum angustifolium, Panicum annulum, Panicum annulum var. glabrescens, Panicum barbulatum, Panicum bogueanum, Panicum caerulescens, Panicum clutei, Panicum curtivaginum, Panicum dichotomum, Panicum dichotomum forma commune, Panicum dichotomum var. barbulatum, Panicum dichotomum var. clutei, Panicum dichotomum var. divaricatum, Panicum dichotomum var. ludicum, Panicum dichotomum var. mattamuskeetense, Panicum dichotomum var. nitidum, Panicum dichotomum var. nodiflorum, Panicum dichotomum var. ramulosum, Panicum dichotomum var. roanokense, Panicum dichotomum var. viride, Panicum dichotomum var. yadkinense, Panicum dumus, Panicum gravius, Panicum lucidum, Panicum lucidum var. opacum, Panicum maculatum, Panicum mattamuskeetense, Panicum mattamuskeetense var. clutei, Panicum microcarpon, Panicum multirameum, Panicum nitidum, Panicum nitidum var. barbatum, Panicum nitidum var. barbulatum, Panicum nitidum var. glabriusculum, Panicum nitidum var. pauciflorum, Panicum nitidum var. ramulosum, Panicum nitidum var. viride, Panicum nodiflorum, Panicum pubescens var. barbulatum, Panicum ramulosum, Panicum ramulosum var. viride, Panicum roanokense, Panicum sphagnicola, Panicum subbarbulatum, Panicum tremulum, Panicum yadkinense",1,1,0,0,3542,1411,1,0,Atlas
Dichanthium annulatum,0,"Andropogon annulatus, Andropogon annulatus var. subrepens, Andropogon garipensis, Andropogon ischaemum, Andropogon obtusus, Andropogon scandens, Bothriochloa tuberculata, Dichanthium annulatum, Lepeocercis annulata",1,1,0,0,2252,2203,0,1,ITIS
