Preferred scientific name,International common name,Taxonomic group,ISC content,CPC content,Datasheet Type,Domain,Kingdom,Phylum,Class,Order,Family,Invasive Somewhere,Total number of presence records,Number of presence records in neighbouring countries/states,Number of presence records countries/states with matching climate,Total Hosts,Habitats,Plant parts in trade,Pathways,Datasheet URL(s)
Phaeoacremonium alvesii,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,Magnaporthaceae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119022
Phaeoacremonium fraxinopennsylvanicum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,Magnaporthaceae,,5,0,3,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118353
Phaeoacremonium iranianum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,Magnaporthaceae,,4,0,2,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119024
Phaeoacremonium parasiticum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,Magnaporthaceae,,3,0,3,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119023
Phaeoacremonium sicilianum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,Magnaporthaceae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119025
Phaeomoniella chlamydospora,Petri disease,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetotyriales,Herpotrichiellaceae,,34,0,19,2,no data,,no data,https://www.cabi.org/cpc/datasheet/39959
Phalaris aquatica,bulbous canarygrass,Plants,Full datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,46,0,24,0,,,,https://www.cabi.org/isc/datasheet/70355
Phalaris arundinacea,reed canary grass,Plants,Full datasheet,Full datasheet,"pest,hostPlant,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,128,0,59,2,,,no data,https://www.cabi.org/cpc/datasheet/55423; https://www.cabi.org/isc/datasheet/55423
Phalloceros caudimaculatus,dusky millions fish,Vertebrates,Full datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,invasive,17,0,14,0,,no data,,https://www.cabi.org/isc/datasheet/107749
Phellinus noxius,brown tea root disease,Fungi/Chromista,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,invasive,55,0,53,19,no data,,no data,https://www.cabi.org/cpc/datasheet/40154; https://www.cabi.org/isc/datasheet/40154
Phenacoccus hargreavesi,,Invertebrates,,Basic datasheet,"pest,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40170
Phenacoccus manihoti,cassava mealybug,Invertebrates,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,invasive,51,0,50,12,no data,,no data,https://www.cabi.org/cpc/datasheet/40173; https://www.cabi.org/isc/datasheet/40173
Phenacoccus peruvianus,,Invertebrates,Basic datasheet,Basic datasheet,"pest,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,invasive,18,0,9,14,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119127; https://www.cabi.org/isc/datasheet/119127
Phialophora parasitica,wilt: date palm,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetotyriales,Herpotrichiellaceae,,3,0,3,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40226
Philaenus spumarius,meadow froghopper,Invertebrates,,Full datasheet,"pest,naturalEnemy,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cercopidae,,98,0,33,24,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40235
Phloeomyzus passerinii,poplar woolly aphid,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,,invasive,20,0,7,6,,,no data,https://www.cabi.org/cpc/datasheet/40280; https://www.cabi.org/isc/datasheet/40280
Phlyctinus callosus,vine calandra,Invertebrates,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,invasive,9,0,5,18,no data,,no data,https://www.cabi.org/cpc/datasheet/40299; https://www.cabi.org/isc/datasheet/40299
Phoma caricae-papayae,leaf spot of papaya,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,37,0,34,1,no data,,no data,https://www.cabi.org/cpc/datasheet/7294
Phoma glomerata,blight: grapevine,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,14,0,6,10,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40427
Phoma leveillei,sheath blotch,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,11,0,8,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40432
Phoma sorghina,leaf spot of sorghum,Fungi/Chromista,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,19,0,16,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40442
Phoma tracheiphila,mal secco,Fungi/Chromista,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,invasive,28,0,8,19,,,,https://www.cabi.org/cpc/datasheet/18512; https://www.cabi.org/isc/datasheet/18512
Phomopsis theae,branch canker of tea,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,21,0,16,1,no data,,no data,https://www.cabi.org/cpc/datasheet/40487
Phomopsis theicola,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119026
Phoracantha recurva,eucalyptus longhorned borer,Invertebrates,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cerambycidae,invasive,41,0,27,32,no data,,no data,https://www.cabi.org/cpc/datasheet/40371; https://www.cabi.org/isc/datasheet/40371
Phoracantha semipunctata,eucalyptus longhorned borer,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cerambycidae,invasive,66,0,34,12,no data,,,https://www.cabi.org/cpc/datasheet/40372; https://www.cabi.org/isc/datasheet/40372
Phormium tenax,New Zealand flax,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Agavaceae,invasive,23,0,16,0,,no data,no data,https://www.cabi.org/cpc/datasheet/40302; https://www.cabi.org/isc/datasheet/40302
Phorodon humuli,hop vine aphid,Invertebrates,,Full datasheet,"pest,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,36,0,14,9,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40563
Phoxinus phoxinus,European minnow,Vertebrates,Full datasheet,,"invasiveSpecies,hostAnimal",Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,invasive,46,0,20,0,,no data,,https://www.cabi.org/isc/datasheet/69626
Phragmidium bulbosum,blackberry rust,Fungi/Chromista,Full datasheet,Full datasheet,"pest,naturalEnemy,documentedSpecies",Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,,21,0,7,19,,,no data,https://www.cabi.org/cpc/datasheet/40529; https://www.cabi.org/isc/datasheet/40529
Phragmidium rubi-idaei,raspberry yellow rust,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,,28,0,10,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40537
Phragmites karka,flute reed,Plants,,Full datasheet,"pest,hostPlant",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,,14,0,13,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40515
Phyllachora musicola,black cross disease of banana,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,,14,0,14,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40879
Phyllactinia mali,powdery mildew of pear,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,,41,0,15,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40819
Phyllophaga,white grubs,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,27,0,22,64,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40788
Phyllophaga smithi,white grub,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,3,0,3,10,no data,,,https://www.cabi.org/cpc/datasheet/40804
Phyllotreta cruciferae,crucifer flea beetle,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,80,0,30,26,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40780
Phymatotrichopsis omnivora,cotton root rot,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,,21,0,8,27,no data,,no data,https://www.cabi.org/cpc/datasheet/40311
Physalis peruviana,Cape gooseberry,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Solanaceae,invasive,131,1,93,0,,,,https://www.cabi.org/cpc/datasheet/40713; https://www.cabi.org/isc/datasheet/40713
Physoderma alfalfae,alfalfa crown wart,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Blastocladiales,Physodermataceae,,42,1,23,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40764
Physoderma leproides,beet tumor,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Blastocladiales,Physodermataceae,,11,0,4,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40769
Phytolacca americana,pokeweed,Plants,,Basic datasheet,"crop,pest,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Phytolaccaceae,,6,0,0,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40651
Phytoliriomyza jacarandae,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Agromyzidae,,10,0,6,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/39949
Phytolyma lata,iroko gall fly,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Psyllidae,,20,0,20,2,,,no data,https://www.cabi.org/cpc/datasheet/40737
Phytolyma tchuentei,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Psyllidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118423
Phytophthora alticola,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/108926
Phytophthora cambivora,root rot of forest trees,Fungi/Chromista,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,invasive,72,2,39,39,,,,https://www.cabi.org/cpc/datasheet/40956; https://www.cabi.org/isc/datasheet/40956
Phytophthora colocasiae,taro leaf blight,Fungi/Chromista,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,invasive,77,0,64,5,no data,,no data,https://www.cabi.org/cpc/datasheet/40955; https://www.cabi.org/isc/datasheet/40955
Phytophthora drechsleri f.sp. cajani,Phytophthora blight,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,16,0,13,2,no data,no data,,https://www.cabi.org/cpc/datasheet/40963
Phytophthora frigida,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,3,0,3,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/108928
Phytophthora heveae,brazil nut leaf blight,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,19,0,18,7,no data,,no data,https://www.cabi.org/cpc/datasheet/40968
Phytophthora hibernalis,brown rot of Citrus fruit,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,25,0,16,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40969
Phytophthora katsurae,chestnut downy mildew,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,12,0,11,3,no data,,no data,https://www.cabi.org/cpc/datasheet/40971
Phytophthora meadii,rubber leaf drop,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,27,0,24,3,no data,,no data,https://www.cabi.org/cpc/datasheet/40977
Phytophthora medicaginis,Phytophthora root rot of lucerne,Fungi/Chromista,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,invasive,38,0,22,6,no data,,,https://www.cabi.org/cpc/datasheet/40978; https://www.cabi.org/isc/datasheet/40978
Phytophthora megakarya,black pod of cocoa,Fungi/Chromista,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,invasive,8,0,8,9,no data,,no data,https://www.cabi.org/cpc/datasheet/40979; https://www.cabi.org/isc/datasheet/40979
Phytophthora phaseoli,leaf blight of Phaseolus bean,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,13,0,10,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40985
Phytophthora porri,white tip of leek,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,,19,0,8,14,no data,,,https://www.cabi.org/cpc/datasheet/40987
Phytophthora vignae,Phytophthora stem rot of cowpea,Fungi/Chromista,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,invasive,13,0,11,3,no data,,,https://www.cabi.org/cpc/datasheet/40998; https://www.cabi.org/isc/datasheet/40998
Phytoplasma mali,apple proliferation,Bacteria,Full datasheet,Full datasheet,"pest,invasiveSpecies",Bacteria,,Firmicutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,invasive,42,0,16,13,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6502; https://www.cabi.org/isc/datasheet/6502
Phytoplasma oryzae,rice yellow dwarf,Bacteria,,Full datasheet,"pest,naturalEnemy",Bacteria,,Firmicutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,37,0,33,8,no data,no data,no data,https://www.cabi.org/cpc/datasheet/48110
Phytoplasma prunorum,apricot chlorotic leafroll,Bacteria,Full datasheet,Full datasheet,"pest,invasiveSpecies",Bacteria,,Firmicutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,invasive,36,0,16,9,no data,,no data,https://www.cabi.org/cpc/datasheet/34065; https://www.cabi.org/isc/datasheet/34065
Phytoplasma pyri,pear decline,Bacteria,Full datasheet,Full datasheet,"pest,invasiveSpecies",Bacteria,,Firmicutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,invasive,47,0,17,8,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44021; https://www.cabi.org/isc/datasheet/44021
Pieris napi,green-veined white butterfly,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,,54,0,14,23,no data,,no data,https://www.cabi.org/cpc/datasheet/41163
Piezodorus hybneri,legume stink bug,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pentatomidae,,16,0,15,13,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41174
Pileolaria terebinthi,,Fungi/Chromista,Full datasheet,Full datasheet,"pest,documentedSpecies",Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pileolariaceae,,30,0,19,8,,,,https://www.cabi.org/cpc/datasheet/55866; https://www.cabi.org/isc/datasheet/55866
Pilumnus minutus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Pilumnidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116345
Pimelephila ghesquierei,African spear borer,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,,17,0,17,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41274
Pimenta dioica,allspice,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Myrtales,Myrtaceae,invasive,97,0,76,0,,no data,no data,https://www.cabi.org/cpc/datasheet/42377; https://www.cabi.org/isc/datasheet/42377
Pinctada imbricata radiata,rayed pearl oyster,Invertebrates,Full datasheet,,invasiveSpecies,Eukaryota,Metazoa,Mollusca,Bivalvia,Pterioida,Pteriidae,invasive,92,0,61,0,,no data,,https://www.cabi.org/isc/datasheet/108219
Pineus boerneri,pine woolly aphid,Invertebrates,Basic datasheet,Basic datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Adelgidae,invasive,14,0,10,40,,,,https://www.cabi.org/cpc/datasheet/41319; https://www.cabi.org/isc/datasheet/41319
Pineus pini,pine woolly aphid,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Adelgidae,invasive,54,0,29,22,,,,https://www.cabi.org/cpc/datasheet/41326; https://www.cabi.org/isc/datasheet/41326
Pinus caribaea,Caribbean pine,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Pinopsida,,Pinaceae,invasive,115,0,108,0,,no data,,https://www.cabi.org/cpc/datasheet/41573; https://www.cabi.org/isc/datasheet/41573
Pinus halepensis,Aleppo pine,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Pinopsida,,Pinaceae,invasive,43,0,20,1,,no data,no data,https://www.cabi.org/cpc/datasheet/41617; https://www.cabi.org/isc/datasheet/41617
Pinus oocarpa,ocote pine,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Pinopsida,,Pinaceae,invasive,52,0,51,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41673; https://www.cabi.org/isc/datasheet/41673
Pinus patula,Mexican weeping pine,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Pinopsida,,Pinaceae,invasive,53,0,45,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41682; https://www.cabi.org/isc/datasheet/41682
Pinus pinaster,maritime pine,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Pinopsida,,Pinaceae,invasive,23,0,12,2,,no data,,https://www.cabi.org/cpc/datasheet/41688; https://www.cabi.org/isc/datasheet/41688
Pinus radiata,radiata pine,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Pinopsida,,Pinaceae,invasive,25,0,20,0,,no data,no data,https://www.cabi.org/cpc/datasheet/41699; https://www.cabi.org/isc/datasheet/41699
Pissodes castaneus,small banded pine weevil,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,invasive,59,0,17,16,no data,,no data,https://www.cabi.org/cpc/datasheet/41485; https://www.cabi.org/isc/datasheet/41485
Pittosporum undulatum,Australian cheesewood,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Pittosporales,Pittosporaceae,invasive,45,0,32,0,,no data,no data,https://www.cabi.org/cpc/datasheet/45705; https://www.cabi.org/isc/datasheet/45705
Plagiolepis alluaudi,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,invasive,6,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116361
Planococcoides njalensis,west African cocoa mealybug,Invertebrates,,Full datasheet,"pest,naturalEnemy,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,13,0,12,20,no data,,no data,https://www.cabi.org/cpc/datasheet/45089
Planococcus ficus,grape mealybug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,13,0,8,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41888
Planococcus kenyae,coffee mealybug,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,vectorOfPlantPest,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,invasive,16,0,16,35,no data,,no data,https://www.cabi.org/cpc/datasheet/41890; https://www.cabi.org/isc/datasheet/41890
Planococcus lilacinus,cacao mealybug,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,50,0,46,18,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41891
Planococcus minor,passionvine mealybug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,24,0,16,14,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41892
Planococcus vovae,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,8,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41893
Plantago coronopus,Buck's-horn plantain,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Plantaginales,Plantaginaceae,invasive,80,0,31,2,,,,https://www.cabi.org/cpc/datasheet/109678; https://www.cabi.org/isc/datasheet/109678
Plasmodium relictum,,Protozoa,Full datasheet,,"invasiveSpecies,vectorOfAnimalDisease",Eukaryota,Protista,Protozoa,,Haemospororida,Plasmodiidae,invasive,83,0,60,0,no data,no data,,https://www.cabi.org/isc/datasheet/69051
Plasmopara viticola,grapevine downy mildew,Fungi/Chromista,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Chromista,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,invasive,128,0,83,7,no data,,no data,https://www.cabi.org/cpc/datasheet/41918; https://www.cabi.org/isc/datasheet/41918
Platyedra subcinerea,cotton stem moth,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,,7,0,3,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41931
